SN,Image Name,Dog ( % prediction),Cat ( % prediction),Binary Classification
1507,1507,8.665455878,91.33453965,0
1508,1508,99.99847412,0.001523477,1
1509,1509,99.99227524,0.00772953,1
1510,1510,91.67397618,8.326025307,1
1511,1511,55.25071025,44.74928677,1
1512,1512,99.89539385,0.104603334,1
1513,1513,41.54419005,58.45580697,0
1514,1514,5.497161299,94.50284243,0
1515,1515,36.9780153,63.02198172,0
1516,1516,99.06486869,0.93513038,1
1517,1517,68.46649051,31.53351247,1
1518,1518,0.015673856,99.98432398,0
1519,1519,92.2082305,7.791772485,1
1520,1520,38.22499216,61.77500486,0
1521,1521,99.96732473,0.032680135,1
1522,1522,1.952484623,98.04751277,0
1523,1523,15.37637115,84.62362289,0
1524,1524,4.118158296,95.88183761,0
1525,1525,99.55974221,0.440254249,1
1526,1526,97.49686718,2.503128909,1
1527,1527,1.20214615,98.79785776,0
1528,1528,0.050311303,99.94968176,0
1529,1529,99.99978542,0.000219155,1
1530,1530,89.41501975,10.5849795,1
1531,1531,99.95761514,0.042381036,1
1532,1532,0.423409184,99.57659245,0
1533,1533,2.314557135,97.68543839,0
1534,1534,66.76771641,33.23227763,1
1535,1535,0.929614715,99.07038808,0
1536,1536,99.99802113,0.001980298,1
1537,1537,99.89474416,0.105253898,1
1538,1538,89.4387126,10.56128964,1
1539,1539,2.669448592,97.33055234,0
1540,1540,0.377398427,99.62260723,0
1541,1541,99.90798235,0.09202041,1
1542,1542,99.33947921,0.660520373,1
1543,1543,59.35496092,40.6450361,1
1544,1544,98.83737564,1.162622496,1
1545,1545,11.79947779,88.20052147,0
1546,1546,98.93311262,1.066882536,1
1547,1547,83.9669764,16.03302658,1
1548,1548,11.17823124,88.82177472,0
1549,1549,99.99983311,0.000168503,1
1550,1550,2.917276137,97.08272815,0
1551,1551,0.188300642,99.81169701,0
1552,1552,1.389383059,98.61061573,0
1553,1553,100,5.75E-06,1
1554,1554,99.92820621,0.071793835,1
1555,1555,5.727413669,94.27258968,0
1556,1556,15.45742899,84.5425725,0
1557,1557,97.90255427,2.09744852,1
1558,1558,6.24534227,93.75465512,0
1559,1559,1.823652722,98.17634225,0
1560,1560,97.86983132,2.130171843,1
1561,1561,10.40594503,89.59405422,0
1562,1562,87.90213466,12.09786385,1
1563,1563,99.92423058,0.075768266,1
1564,1564,99.46480393,0.535189919,1
1565,1565,1.015541609,98.98445606,0
1566,1566,54.1318059,45.86819112,1
1567,1567,0.266306987,99.73369241,0
1568,1568,69.8410809,30.1589191,1
1569,1569,99.54947233,0.450528227,1
1570,1570,31.68602884,68.31396818,0
1571,1571,96.50323987,3.496755287,1
1572,1572,98.82020354,1.179799531,1
1573,1573,99.92042184,0.079576438,1
1574,1574,99.97785687,0.022146959,1
1575,1575,99.40040708,0.599592365,1
1576,1576,98.95300269,1.046995539,1
1577,1577,98.90123606,1.098761056,1
1578,1578,3.137047589,96.8629539,0
1579,1579,4.68262583,95.31738162,0
1580,1580,92.68198013,7.318024337,1
1581,1581,99.99736547,0.002639527,1
1582,1582,0.419738377,99.58025813,0
1583,1583,68.59549284,31.40451014,1
1584,1584,13.68473619,86.31526828,0
1585,1585,2.696790546,97.30321169,0
1586,1586,3.765032068,96.23497128,0
1587,1587,54.9664557,45.0335443,1
1588,1588,0.040564223,99.95943904,0
1589,1589,40.89221656,59.10778642,0
1590,1590,99.99929667,0.000703495,1
1591,1591,99.97317195,0.026832087,1
1592,1592,56.21808767,43.78191531,1
1593,1593,30.57234585,69.42765117,0
1594,1594,94.92128491,5.078708753,1
1595,1595,6.345616281,93.65438223,0
1596,1596,96.52129412,3.478703648,1
1597,1597,5.294132978,94.70586777,0
1598,1598,89.24155235,10.75844392,1
1599,1599,92.33610034,7.663900405,1
1600,1600,99.9838829,0.016118608,1
1601,1601,3.074200451,96.92580104,0
1602,1602,98.82708192,1.172918081,1
1603,1603,65.03505111,34.96494889,1
1604,1604,8.214116096,91.78587794,0
1605,1605,28.10742855,71.89257145,0
1606,1606,3.187687695,96.8123138,0
1607,1607,0.311837276,99.68816042,0
1608,1608,0.94823502,99.05176759,0
1609,1609,97.4163115,2.583693527,1
1610,1610,99.94225502,0.057745102,1
1611,1611,57.41277337,42.58722365,1
1612,1612,99.87561703,0.124378002,1
1613,1613,2.182457969,97.81754017,0
1614,1614,16.02775753,83.97224545,0
1615,1615,0.44404678,99.55595732,0
1616,1616,27.00643837,72.99356461,0
1617,1617,99.54024553,0.459757634,1
1618,1618,6.987822801,93.01217198,0
1619,1619,99.88693595,0.113059848,1
1620,1620,98.20591807,1.794078574,1
1621,1621,66.11329913,33.88670087,1
1622,1622,95.58009505,4.419902712,1
1623,1623,10.96667573,89.03332949,0
1624,1624,19.16952729,80.83047271,0
1625,1625,95.10719776,4.892805964,1
1626,1626,0.150150456,99.8498559,0
1627,1627,29.88487482,70.11511922,0
1628,1628,81.29144311,18.70855391,1
1629,1629,87.03222275,12.96777278,1
1630,1630,99.97102618,0.028971635,1
1631,1631,6.693192571,93.30680966,0
1632,1632,99.37776327,0.622234493,1
1633,1633,99.95422363,0.04578243,1
1634,1634,92.55106449,7.448934019,1
1635,1635,95.56924701,4.430750385,1
1636,1636,19.16851699,80.83148003,0
1637,1637,99.93446469,0.065539987,1
1638,1638,99.92922544,0.070778059,1
1639,1639,84.16742682,15.83257765,1
1640,1640,99.99701977,0.002977737,1
1641,1641,0.52429107,99.47570562,0
1642,1642,98.48455191,1.515448,1
1643,1643,99.74487424,0.255124248,1
1644,1644,99.99959469,0.000405732,1
1645,1645,99.99201298,0.00798446,1
1646,1646,4.563320428,95.43667436,0
1647,1647,78.09084058,21.90916091,1
1648,1648,0.366862025,99.63313937,0
1649,1649,13.84657919,86.15342379,0
1650,1650,74.81733561,25.18266141,1
1651,1651,31.29413128,68.70586872,0
1652,1652,27.86765993,72.13234305,0
1653,1653,99.84092116,0.159082748,1
1654,1654,99.71165657,0.288338424,1
1655,1655,24.77712482,75.22287369,0
1656,1656,16.12306684,83.87693763,0
1657,1657,17.3787728,82.62122869,0
1658,1658,99.99456406,0.005438938,1
1659,1659,97.31437564,2.685625292,1
1660,1660,28.87682617,71.12317681,0
1661,1661,1.087274309,98.91272187,0
1662,1662,99.1063714,0.893635023,1
1663,1663,77.00467706,22.99532294,1
1664,1664,8.898779005,91.10122323,0
1665,1665,4.657552019,95.34244537,0
1666,1666,1.018523611,98.98147583,0
1667,1667,99.8978734,0.10212725,1
1668,1668,22.67873734,77.32125521,0
1669,1669,99.99204874,0.007955534,1
1670,1670,0.840823725,99.1591692,0
1671,1671,95.50064802,4.499353096,1
1672,1672,96.01787329,3.982132301,1
1673,1673,37.15642393,62.84357309,0
1674,1674,14.56757039,85.43242216,0
1675,1675,14.11764771,85.88234782,0
1676,1676,99.78838563,0.211613229,1
1677,1677,99.95734096,0.042662636,1
1678,1678,99.5321095,0.467888545,1
1679,1679,3.907042369,96.09296322,0
1680,1680,5.30789569,94.69210505,0
1681,1681,1.323528308,98.67646694,0
1682,1682,99.9890089,0.010993232,1
1683,1683,0.115738937,99.8842597,0
1684,1684,99.82327223,0.176720705,1
1685,1685,60.85160375,39.14839923,1
1686,1686,88.69749308,11.30250916,1
1687,1687,99.781394,0.21860702,1
1688,1688,91.14073515,8.859259635,1
1689,1689,0.353493867,99.64650869,0
1690,1690,99.82230067,0.177702925,1
1691,1691,59.38423872,40.61576128,1
1692,1692,99.85145926,0.148539618,1
1693,1693,99.99873638,0.001265549,1
1694,1694,17.41969883,82.58030415,0
1695,1695,64.78360891,35.21639407,1
1696,1696,98.41805696,1.581943035,1
1697,1697,57.68598914,42.31401086,1
1698,1698,0.019845783,99.98015761,0
1699,1699,91.83447361,8.165524155,1
1700,1700,0.906762481,99.09323454,0
1701,1701,98.91286492,1.087133959,1
1702,1702,62.9730165,37.02697754,1
1703,1703,95.24552822,4.754473269,1
1704,1704,99.97071624,0.029286844,1
1705,1705,99.97217059,0.027822345,1
1706,1706,99.92297888,0.077017723,1
1707,1707,29.35732901,70.64266801,0
1708,1708,13.23105246,86.76894307,0
1709,1709,78.99284363,21.00715488,1
1710,1710,0.046729061,99.95326996,0
1711,1711,99.2756784,0.724326586,1
1712,1712,6.015880778,93.98412108,0
1713,1713,0.239251042,99.76074696,0
1714,1714,91.22775197,8.77224952,1
1715,1715,72.81276584,27.18723118,1
1716,1716,49.11984205,50.88015795,0
1717,1717,99.95117188,0.048824694,1
1718,1718,2.268865518,97.73113132,0
1719,1719,99.89776611,0.102233805,1
1720,1720,31.60409331,68.39590669,0
1721,1721,4.667537659,95.33245564,0
1722,1722,99.9933362,0.006665821,1
1723,1723,15.69652408,84.30347443,0
1724,1724,86.55376434,13.44623715,1
1725,1725,99.9958396,0.00415668,1
1726,1726,99.75207448,0.247918721,1
1727,1727,99.97591376,0.024089057,1
1728,1728,80.21171093,19.78828907,1
1729,1729,0.169178937,99.83081818,0
1730,1730,99.26457405,0.735422829,1
1731,1731,61.87913418,38.1208688,1
1732,1732,99.94621873,0.053779891,1
1733,1733,99.86410737,0.13589554,1
1734,1734,8.013886958,91.98610783,0
1735,1735,44.84199286,55.15800714,0
1736,1736,0.403670082,99.59632158,0
1737,1737,98.19137454,1.808620058,1
1738,1738,0.26462751,99.73537922,0
1739,1739,99.97109771,0.028904236,1
1740,1740,0.265735271,99.73426461,0
1741,1741,50.81307888,49.18691814,1
1742,1742,99.99996424,3.86E-05,1
1743,1743,95.06433606,4.935662448,1
1744,1744,99.92262125,0.077376637,1
1745,1745,3.09825372,96.90175056,0
1746,1746,99.96438026,0.035615277,1
1747,1747,22.63298333,77.36701369,0
1748,1748,90.5990541,9.400945157,1
1749,1749,36.68198884,63.31800818,0
1750,1750,8.089578152,91.91042185,0
1751,1751,99.99958277,0.00041163,1
1752,1752,20.94942331,79.05057073,0
1753,1753,96.01545334,3.984542936,1
1754,1754,1.232528128,98.76747131,0
1755,1755,96.94445133,3.055556677,1
1756,1756,16.56621248,83.43378305,0
1757,1757,29.90819812,70.09180188,0
1758,1758,99.58441854,0.415585516,1
1759,1759,99.75020289,0.249803206,1
1760,1760,0.043567875,99.95643497,0
1761,1761,99.97727275,0.02272439,1
1762,1762,78.97290587,21.02709562,1
1763,1763,0.151818641,99.84818101,0
1764,1764,99.99623299,0.003771333,1
1765,1765,1.729327999,98.27067852,0
1766,1766,97.96873331,2.03126967,1
1767,1767,96.53577209,3.464234993,1
1768,1768,86.09908223,13.90091628,1
1769,1769,99.949646,0.050350541,1
1770,1770,9.002076089,90.99792242,0
1771,1771,95.2789247,4.721080884,1
1772,1772,17.54550338,82.45449662,0
1773,1773,99.97165799,0.028336851,1
1774,1774,0.008414716,99.99158382,0
1775,1775,22.28115648,77.71884203,0
1776,1776,99.94062185,0.059375988,1
1777,1777,1.274332684,98.72566462,0
1778,1778,3.654112667,96.34588361,0
1779,1779,4.360026121,95.63997388,0
1780,1780,34.53821242,65.4617846,0
1781,1781,99.90648627,0.093510514,1
1782,1782,98.80929589,1.19069675,1
1783,1783,1.444725506,98.55527282,0
1784,1784,87.12676764,12.87323534,1
1785,1785,41.02187753,58.97812247,0
1786,1786,48.37545455,51.62454247,0
1787,1787,99.99905825,0.000943601,1
1788,1788,99.36202168,0.637975475,1
1789,1789,99.88700747,0.112992397,1
1790,1790,7.87236467,92.12763309,0
1791,1791,99.32243228,0.677563669,1
1792,1792,28.53786349,71.46213055,0
1793,1793,99.26509261,0.734911347,1
1794,1794,98.92372489,1.076273993,1
1795,1795,3.094544075,96.90545201,0
1796,1796,6.56049028,93.43951344,0
1797,1797,99.96818304,0.031823036,1
1798,1798,10.42825133,89.5717442,0
1799,1799,2.471431531,97.52857089,0
1800,1800,99.79066849,0.209335936,1
1801,1801,99.24576283,0.754242111,1
1802,1802,39.13537264,60.86462736,0
1803,1803,99.66204166,0.3379534,1
1804,1804,0.059780804,99.94021654,0
1805,1805,1.848920994,98.1510818,0
1806,1806,0.210161624,99.78983402,0
1807,1807,99.96443987,0.035556144,1
1808,1808,14.89832848,85.10167003,0
1809,1809,97.65913486,2.340863831,1
1810,1810,99.73587394,0.264121569,1
1811,1811,99.92871881,0.071288331,1
1812,1812,51.33700967,48.66299033,1
1813,1813,99.9973774,0.002618105,1
1814,1814,93.35320592,6.646794081,1
1815,1815,7.472755015,92.52724648,0
1816,1816,98.55868816,1.441312954,1
1817,1817,99.8799324,0.120060961,1
1818,1818,0.077586627,99.92241859,0
1819,1819,83.8833034,16.11669362,1
1820,1820,34.8192811,65.18071294,0
1821,1821,99.99980927,0.000195412,1
1822,1822,0.375045743,99.62494969,0
1823,1823,67.82739758,32.17259645,1
1824,1824,15.15114158,84.84886289,0
1825,1825,99.99960661,0.000395726,1
1826,1826,41.63550436,58.36449862,0
1827,1827,2.325827628,97.67417908,0
1828,1828,65.31108618,34.68891382,1
1829,1829,99.9794066,0.020600192,1
1830,1830,0.071014871,99.92898703,0
1831,1831,99.90748167,0.092517503,1
1832,1832,97.02193737,2.978061512,1
1833,1833,5.973721668,94.02627945,0
1834,1834,1.169695612,98.83031249,0
1835,1835,19.21869367,80.78130484,0
1836,1836,15.08126408,84.91873145,0
1837,1837,69.25862432,30.74137866,1
1838,1838,99.99153614,0.00845819,1
1839,1839,0.732086832,99.26791191,0
1840,1840,99.97999072,0.020008041,1
1841,1841,99.05440807,0.945594441,1
1842,1842,96.42891884,3.571088612,1
1843,1843,56.36332631,43.63667369,1
1844,1844,1.144302264,98.85569811,0
1845,1845,99.9982357,0.001763759,1
1846,1846,93.96909475,6.030907482,1
1847,1847,2.33924184,97.66075611,0
1848,1848,89.91208673,10.0879088,1
1849,1849,83.49152207,16.50847495,1
1850,1850,83.04234743,16.95765704,1
1851,1851,97.96723127,2.03276556,1
1852,1852,2.628287114,97.37170935,0
1853,1853,98.98481965,1.015179791,1
1854,1854,3.242465109,96.75753117,0
1855,1855,99.89196062,0.108045572,1
1856,1856,89.06162977,10.9383665,1
1857,1857,5.43294996,94.56704855,0
1858,1858,24.06463176,75.93536377,0
1859,1859,99.41840768,0.58159437,1
1860,1860,96.39812112,3.601875156,1
1861,1861,1.093876641,98.90612364,0
1862,1862,0.024564055,99.97543693,0
1863,1863,99.96071458,0.039290421,1
1864,1864,16.59302115,83.40697289,0
1865,1865,99.62431192,0.375694479,1
1866,1866,99.97519851,0.024799944,1
1867,1867,11.1616008,88.8383925,0
1868,1868,0.271480344,99.72852468,0
1869,1869,3.178533912,96.82146907,0
1870,1870,26.99970901,73.00029397,0
1871,1871,99.98869896,0.011295549,1
1872,1872,99.87171888,0.128286914,1
1873,1873,92.67744422,7.322558016,1
1874,1874,99.72335696,0.276641292,1
1875,1875,2.892611921,97.10738659,0
1876,1876,99.23498034,0.765019143,1
1877,1877,99.84478951,0.155210937,1
1878,1878,99.04634953,0.953645073,1
1879,1879,10.50232723,89.49767351,0
1880,1880,0.039741764,99.96026158,0
1881,1881,93.91115308,6.088846922,1
1882,1882,98.6040771,1.395920757,1
1883,1883,4.693962261,95.30603886,0
1884,1884,89.98199105,10.01801342,1
1885,1885,82.78726339,17.21273959,1
1886,1886,13.43514472,86.56485677,0
1887,1887,89.04338479,10.95661744,1
1888,1888,98.65043759,1.349555794,1
1889,1889,0.172960944,99.82703924,0
1890,1890,90.9805119,9.019488096,1
1891,1891,98.15167189,1.848335192,1
1892,1892,93.87882352,6.121180579,1
1893,1893,1.000186428,98.99981618,0
1894,1894,16.22645706,83.77354741,0
1895,1895,99.77860451,0.2213937,1
1896,1896,37.02394366,62.97605634,0
1897,1897,2.952925675,97.04707265,0
1898,1898,0.015929784,99.98406172,0
1899,1899,21.0703522,78.92964482,0
1900,1900,14.28098232,85.71901917,0
1901,1901,0.124806422,99.87518787,0
1902,1902,96.98325992,3.016732447,1
1903,1903,99.89715815,0.102846557,1
1904,1904,82.46574998,17.53425598,1
1905,1905,99.23267961,0.767319091,1
1906,1906,83.3108604,16.68913811,1
1907,1907,16.58316106,83.41684341,0
1908,1908,99.23949242,0.760509539,1
1909,1909,99.99278784,0.00721067,1
1910,1910,92.64176488,7.358238101,1
1911,1911,94.02548671,5.974509567,1
1912,1912,97.58009911,2.41989363,1
1913,1913,2.678568475,97.32143283,0
1914,1914,98.66389036,1.336108614,1
1915,1915,96.62073255,3.379264101,1
1916,1916,99.50873256,0.491268514,1
1917,1917,99.81724024,0.182756374,1
1918,1918,64.2784059,35.72159708,1
1919,1919,99.48734641,0.51264856,1
1920,1920,18.05462092,81.94538355,0
1921,1921,2.106827125,97.8931725,0
1922,1922,96.66628242,3.333717585,1
1923,1923,0.012296162,99.9876976,0
1924,1924,79.5122683,20.48772871,1
1925,1925,99.95344877,0.046549496,1
1926,1926,37.43137419,62.56862283,0
1927,1927,0.302780047,99.69722033,0
1928,1928,99.94090796,0.059087767,1
1929,1929,0.698511908,99.30148125,0
1930,1930,98.86904955,1.130942348,1
1931,1931,99.51007962,0.489916885,1
1932,1932,87.66712546,12.33287081,1
1933,1933,94.21939254,5.780608952,1
1934,1934,0.992636662,99.00736809,0
1935,1935,4.675623402,95.32437325,0
1936,1936,7.689514011,92.31048226,0
1937,1937,99.98227954,0.01772719,1
1938,1938,99.80545044,0.194552983,1
1939,1939,99.04447198,0.955527276,1
1940,1940,96.85282111,3.147174418,1
1941,1941,99.56995249,0.430046627,1
1942,1942,1.642994024,98.35700393,0
1943,1943,49.33993518,50.66006184,0
1944,1944,0.092633447,99.90736246,0
1945,1945,33.37809145,66.62190557,0
1946,1946,10.25493518,89.74506855,0
1947,1947,99.18014407,0.819854997,1
1948,1948,99.96084571,0.03916031,1
1949,1949,84.1006279,15.89937508,1
1950,1950,95.95776796,4.042227194,1
1951,1951,0.096531538,99.90347624,0
1952,1952,6.102877855,93.89711618,0
1953,1953,7.482630759,92.51736999,0
1954,1954,99.9553144,0.04468332,1
1955,1955,39.46001828,60.5399847,0
1956,1956,99.65589643,0.344097521,1
1957,1957,57.40345716,42.59654582,1
1958,1958,6.943547726,93.05644631,0
1959,1959,31.35570288,68.64429712,0
1960,1960,3.543764725,96.45623565,0
1961,1961,28.68307233,71.31692767,0
1962,1962,99.97110963,0.028891891,1
1963,1963,33.02258849,66.97741747,0
1964,1964,83.30639005,16.69360697,1
1965,1965,14.7653386,85.23465991,0
1966,1966,68.2518661,31.74813688,1
1967,1967,0.358498027,99.6415019,0
1968,1968,99.72115159,0.278850179,1
1969,1969,42.37080216,57.62919188,0
1970,1970,85.34820676,14.65179026,1
1971,1971,1.13917971,98.86082411,0
1972,1972,88.18276525,11.81723624,1
1973,1973,72.08625674,27.91374028,1
1974,1974,0.39003063,99.60997105,0
1975,1975,3.913378343,96.08662128,0
1976,1976,57.40455389,42.59544909,1
1977,1977,95.23579478,4.764198139,1
1978,1978,32.89753199,67.10246801,0
1979,1979,99.40879345,0.591202686,1
1980,1980,91.88942909,8.110570908,1
1981,1981,88.16597462,11.83402389,1
1982,1982,4.910163954,95.08984089,0
1983,1983,99.99555349,0.004444093,1
1984,1984,99.47511554,0.524881575,1
1985,1985,1.732650027,98.26734662,0
1986,1986,99.4256556,0.574349752,1
1987,1987,94.35036778,5.649638548,1
1988,1988,0.766082713,99.23391342,0
1989,1989,99.95234013,0.047666856,1
1990,1990,99.97829795,0.021704883,1
1991,1991,99.99783039,0.002169082,1
1992,1992,0.782271102,99.21773076,0
1993,1993,10.40874422,89.59125876,0
1994,1994,98.87978435,1.120217517,1
1995,1995,20.97406685,79.02593613,0
1996,1996,78.8882792,21.11171931,1
1997,1997,99.9039948,0.095997087,1
1998,1998,87.90703416,12.09296808,1
1999,1999,22.12741673,77.87258625,0
2000,2000,97.51282334,2.487175539,1
2001,2001,99.68428612,0.315713347,1
2002,2002,99.99672174,0.003283239,1
2003,2003,60.20046473,39.79953527,1
2004,2004,40.60362279,59.39637423,0
2005,2005,99.0231216,0.97688362,1
2006,2006,87.16830611,12.8316924,1
2007,2007,99.37280416,0.627200678,1
2008,2008,95.77312469,4.226880893,1
2009,2009,99.99710321,0.002901917,1
2010,2010,98.90848994,1.091506053,1
2011,2011,98.18124175,1.81876272,1
2012,2012,8.855677396,91.14432335,0
2013,2013,27.5590986,72.44090438,0
2014,2014,27.21292078,72.7870822,0
2015,2015,68.47741604,31.52258694,1
2016,2016,94.96368766,5.036308244,1
2017,2017,1.187708229,98.81228805,0
2018,2018,0.30459736,99.69539642,0
2019,2019,0.577064883,99.42293167,0
2020,2020,7.311186939,92.68881083,0
2021,2021,2.941665426,97.05833197,0
2022,2022,27.99881995,72.00118303,0
2023,2023,62.99389005,37.00610399,1
2024,2024,0.592576666,99.4074285,0
2025,2025,0.162501191,99.8374939,0
2026,2026,75.81956387,24.18043464,1
2027,2027,22.8224352,77.17756629,0
2028,2028,13.42051327,86.57948971,0
2029,2029,0.344176707,99.6558249,0
2030,2030,23.8298744,76.17012262,0
2031,2031,69.87649202,30.12350798,1
2032,2032,0.341483089,99.65851307,0
2033,2033,71.14984393,28.85015905,1
2034,2034,45.04531324,54.95468378,0
2035,2035,99.99483824,0.005163463,1
2036,2036,0.119796407,99.88020658,0
2037,2037,96.22514844,3.774857521,1
2038,2038,97.51515985,2.484835871,1
2039,2039,93.67345572,6.326544285,1
2040,2040,99.13201928,0.86798463,1
2041,2041,95.10930181,4.890697077,1
2042,2042,89.81149197,10.1885058,1
2043,2043,80.49737215,19.50262785,1
2044,2044,0.31776526,99.68223572,0
2045,2045,97.917068,2.082929388,1
2046,2046,75.74161887,24.25837815,1
2047,2047,0.853431132,99.14656878,0
2048,2048,0.179588411,99.82041121,0
2049,2049,51.17942095,48.82057607,1
2050,2050,99.97933507,0.020671733,1
2051,2051,5.530015007,94.46998835,0
2052,2052,80.05000353,19.94999796,1
2053,2053,1.095315907,98.90468717,0
2054,2054,99.14467335,0.855328701,1
2055,2055,97.99817801,2.001815476,1
2056,2056,98.99224639,1.007747278,1
2057,2057,96.81161046,3.188388795,1
2058,2058,1.212747861,98.78724813,0
2059,2059,78.99990678,21.00009024,1
2060,2060,95.76557875,4.23441492,1
2061,2061,99.91938472,0.080618815,1
2062,2062,99.99963045,0.000366324,1
2063,2063,99.73227382,0.267733913,1
2064,2064,99.68281388,0.317188655,1
2065,2065,85.49499512,14.50500935,1
2066,2066,0.187032786,99.81296659,0
2067,2067,99.62126017,0.378737831,1
2068,2068,1.755236834,98.24475646,0
2069,2069,99.85622764,0.143773342,1
2070,2070,99.7363627,0.263638911,1
2071,2071,87.15223074,12.8477633,1
2072,2072,8.491539955,91.50846004,0
2073,2073,4.341803119,95.65820098,0
2074,2074,12.71669865,87.28330135,0
2075,2075,0.930516236,99.06947613,0
2076,2076,3.756631538,96.24337554,0
2077,2077,99.39811826,0.60187527,1
2078,2078,98.96480441,1.035196986,1
2079,2079,48.08712006,51.9128859,0
2080,2080,88.47322464,11.52677312,1
2081,2081,97.86331058,2.13669166,1
2082,2082,87.12695241,12.87305057,1
2083,2083,99.42340255,0.57660141,1
2084,2084,99.99911785,0.000883145,1
2085,2085,98.69630933,1.303687319,1
2086,2086,95.2937603,4.70623225,1
2087,2087,0.950448122,99.04955626,0
2088,2088,12.27672175,87.723279,0
2089,2089,3.291922063,96.70808315,0
2090,2090,29.47533429,70.52466869,0
2091,2091,77.47648358,22.52351642,1
2092,2092,99.95322227,0.046784329,1
2093,2093,0.195889338,99.80410933,0
2094,2094,96.64538503,3.354609758,1
2095,2095,99.99842644,0.001575033,1
2096,2096,69.74012852,30.2598685,1
2097,2097,43.744874,56.255126,0
2098,2098,98.64994287,1.350060012,1
2099,2099,99.10252094,0.89748539,1
2100,2100,9.108936787,90.89106321,0
2101,2101,99.48563576,0.514363544,1
2102,2102,98.12132716,1.878673397,1
2103,2103,99.73936081,0.260639633,1
2104,2104,96.13050222,3.869504482,1
2105,2105,4.26960513,95.73038816,0
2106,2106,2.38957461,97.61042595,0
2107,2107,80.00864387,19.99135762,1
2108,2108,22.58910388,77.41088867,0
2109,2109,99.99991655,8.07E-05,1
2110,2110,99.99970198,0.00030334,1
2111,2111,99.9796927,0.02030516,1
2112,2112,0.612149062,99.38785434,0
2113,2113,1.362811495,98.63719344,0
2114,2114,99.72569346,0.27430621,1
2115,2115,46.5136379,53.48636508,0
2116,2116,0.476479623,99.52352643,0
2117,2117,99.88875985,0.111246377,1
2118,2118,8.167533576,91.83246493,0
2119,2119,94.59872246,5.401274562,1
2120,2120,99.19032454,0.809671264,1
2121,2121,63.34807873,36.65192425,1
2122,2122,99.97822642,0.021774198,1
2123,2123,92.21232533,7.78766796,1
2124,2124,85.8987391,14.10125643,1
2125,2125,21.68967277,78.31032872,0
2126,2126,99.99972582,0.00027637,1
2127,2127,75.93832612,24.0616709,1
2128,2128,10.85537821,89.14462328,0
2129,2129,99.70836043,0.291638775,1
2130,2130,24.93905574,75.06094575,0
2131,2131,0.5459751,99.45402741,0
2132,2132,26.65886283,73.34113717,0
2133,2133,0.000267599,99.99973774,0
2134,2134,64.33424354,35.66575348,1
2135,2135,99.99681711,0.003176902,1
2136,2136,93.72116923,6.278832257,1
2137,2137,47.86371291,52.13628411,0
2138,2138,93.28269958,6.717304885,1
2139,2139,1.704645157,98.29535484,0
2140,2140,30.80942631,69.19056773,0
2141,2141,50.03426075,49.96573627,1
2142,2142,28.01181674,71.98818326,0
2143,2143,99.98363256,0.016367837,1
2144,2144,21.54921442,78.45078707,0
2145,2145,99.97169375,0.028298728,1
2146,2146,99.98637438,0.013619183,1
2147,2147,16.91201776,83.08798671,0
2148,2148,98.81010056,1.189901028,1
2149,2149,0.000692755,99.99930859,0
2150,2150,34.11504626,65.88495374,0
2151,2151,69.88296509,30.11703193,1
2152,2152,0.77074389,99.22925234,0
2153,2153,4.888231307,95.11176944,0
2154,2154,99.79177117,0.208229083,1
2155,2155,60.973984,39.026016,1
2156,2156,52.94260383,47.05739915,1
2157,2157,99.92648959,0.073505106,1
2158,2158,95.08362412,4.916375503,1
2159,2159,82.40938783,17.59061068,1
2160,2160,86.24589443,13.75409961,1
2161,2161,0.251079956,99.74892139,0
2162,2162,0.099958968,99.90003705,0
2163,2163,99.83129501,0.168701482,1
2164,2164,2.344716899,97.65527844,0
2165,2165,75.15250444,24.84749258,1
2166,2166,5.788325146,94.21166778,0
2167,2167,0.001927508,99.99806881,0
2168,2168,20.14004141,79.85995412,0
2169,2169,0.146762352,99.85324144,0
2170,2170,8.681489527,91.31851196,0
2171,2171,93.13260913,6.867390126,1
2172,2172,27.84380913,72.15619087,0
2173,2173,80.28261065,19.71739084,1
2174,2174,92.00960994,7.990386337,1
2175,2175,99.9194324,0.080566929,1
2176,2176,78.7389338,21.2610662,1
2177,2177,99.05863404,0.941362884,1
2178,2178,43.51559579,56.48440123,0
2179,2179,99.97715354,0.022849186,1
2180,2180,98.118788,1.881214976,1
2181,2181,84.52559114,15.47440886,1
2182,2182,81.42969012,18.57031584,1
2183,2183,5.57253845,94.42746043,0
2184,2184,99.15294647,0.847048406,1
2185,2185,99.65798259,0.342023605,1
2186,2186,96.69238925,3.30760926,1
2187,2187,0.790980272,99.20902252,0
2188,2188,0.254313741,99.74568486,0
2189,2189,99.9990344,0.00096147,1
2190,2190,0.110627408,99.88937974,0
2191,2191,16.69362187,83.30637813,0
2192,2192,8.257524669,91.74247384,0
2193,2193,63.47449422,36.52550578,1
2194,2194,99.76320267,0.236793654,1
2195,2195,43.16499829,56.83500767,0
2196,2196,99.99098778,0.009013725,1
2197,2197,99.93287325,0.067123462,1
2198,2198,94.61349845,5.386503786,1
2199,2199,85.92532873,14.07467127,1
2200,2200,0.649505993,99.35048819,0
2201,2201,87.67368793,12.3263143,1
2202,2202,94.62215304,5.377843231,1
2203,2203,47.33678401,52.66321898,0
2204,2204,12.50680834,87.49318719,0
